Sequence,A or a,E or e,I or i,O or o,U or u,Consonants
RwlkLJXe,0,1,0,0,0,7
gUZPmh,0,0,0,0,1,5
TGZoRCUs,0,0,0,1,1,6
GrAmbvc,1,0,0,0,0,6
tJTpyi,0,0,1,0,0,5
dChEgq,0,1,0,0,0,5
sIcGnrVAz,1,0,1,0,0,7
ogrlVf,0,0,0,1,0,5
Ueshzxdkav,1,1,0,0,1,7
PsRrptqna,1,0,0,0,0,8
uzNrPmQjx,0,0,0,0,1,8
qcQzPYmu,0,0,0,0,1,7
roCUtPv,0,0,0,1,1,5
HtcnOS,0,0,0,1,0,5
FacfRUjp,1,0,0,0,1,6
nvxrCeDJ,0,1,0,0,0,7
QGOKuU,0,0,0,1,2,3
JBypnDP,0,0,0,0,0,7
KXFANHT,1,0,0,0,0,6
gUELsn,0,1,0,0,1,4
zPndely,0,1,0,0,0,6
DnZukCyMQ,0,0,0,0,1,8
XfuzTAGYHI,1,0,1,0,1,7
cilWYPpUXr,0,0,1,0,1,8
NujiwU,0,0,1,0,2,3
ShjJnye,0,1,0,0,0,6
VnUFXYJR,0,0,0,0,1,7
DLUdlxjpZt,0,0,0,0,1,9
bOaWCrvNVn,1,0,0,1,0,8
sgqrIAJ,1,0,1,0,0,5
bqMmBWgYV,0,0,0,0,0,9
FwyWUfr,0,0,0,0,1,6
sJrTKbq,0,0,0,0,0,7
RZaQdqMUcN,1,0,0,0,1,8
YAeEBorpG,1,2,0,1,0,5
QufiSsJBP,0,0,1,0,1,7
gwACKDmqL,1,0,0,0,0,8
gvoCph,0,0,0,1,0,5
BZTrHizOs,0,0,1,1,0,7
ocTbhJPzr,0,0,0,1,0,8
csSMAIEgy,1,1,1,0,0,6
JpStbfO,0,0,0,1,0,6
JwFdcfvUOS,0,0,0,1,1,8
HQWdXSMBA,1,0,0,0,0,8
lIkaRux,1,0,1,0,1,4
FphRWf,0,0,0,0,0,6
nFQZeTgb,0,1,0,0,0,7
WFlpbL,0,0,0,0,0,6
JTBXjPt,0,0,0,0,0,7
DkrBjd,0,0,0,0,0,6
pumbJTIX,0,0,1,0,1,6
wxanqhZ,1,0,0,0,0,6
oijQdZHKyF,0,0,1,1,0,8
hxjQEF,0,1,0,0,0,5
dSZhcMEk,0,1,0,0,0,7
HQGsIkUKr,0,0,1,0,1,7
AGsltS,1,0,0,0,0,5
rZPWMsbpj,0,0,0,0,0,9
RLsiwJI,0,0,2,0,0,5
DRtNVQrSaP,1,0,0,0,0,9
gGFfWR,0,0,0,0,0,6
UgbpGn,0,0,0,0,1,5
vwHAzN,1,0,0,0,0,5
TaPAIuO,2,0,1,1,1,2
IWlueUoM,0,1,1,1,2,3
pBqrbV,0,0,0,0,0,6
HVMvjX,0,0,0,0,0,6
lkdvMs,0,0,0,0,0,6
EXQxVRpgMb,0,1,0,0,0,9
sapYwE,1,1,0,0,0,4
SiPWKFnr,0,0,1,0,0,7
yQhCFNX,0,0,0,0,0,7
chPHXngQeV,0,1,0,0,0,9
eNBpiRMH,0,1,1,0,0,6
gRNIkhrX,0,0,1,0,0,7
zUKNBEiR,0,1,1,0,1,5
ZIbopNd,0,0,1,1,0,5
lQTydxHJ,0,0,0,0,0,8
qNJhMfk,0,0,0,0,0,7
OPMCoF,0,0,0,2,0,4
vfBVuMni,0,0,1,0,1,6
wRceWN,0,1,0,0,0,5
fpCZgW,0,0,0,0,0,6
DqkxNH,0,0,0,0,0,6
IajPuYctp,1,0,1,0,1,6
qgSwXy,0,0,0,0,0,6
BlAQGjOJ,1,0,0,1,0,6
jnDNozEpb,0,1,0,1,0,7
glCuVG,0,0,0,0,1,5
HjntJS,0,0,0,0,0,6
EhNJgi,0,1,1,0,0,4
aEcysY,1,1,0,0,0,4
XmiNfFGp,0,0,1,0,0,7
fXMlQCo,0,0,0,1,0,6
IXzJtq,0,0,1,0,0,5
OJydWIXr,0,0,1,1,0,6
NsfRmJWv,0,0,0,0,0,8
QwhOUkGMuD,0,0,0,1,2,7
hKztEFl,0,1,0,0,0,6
djSxyHB,0,0,0,0,0,7
TXfjcihLb,0,0,1,0,0,8
BzduwNUVTW,0,0,0,0,2,8
ZnmHdO,0,0,0,1,0,5
pCZyueX,0,1,0,0,1,5
QLqrGwP,0,0,0,0,0,7
NxlKoQvUD,0,0,0,1,1,7
rhZWoXUN,0,0,0,1,1,6
DHhnBr,0,0,0,0,0,6
pWMYzbL,0,0,0,0,0,7
qIQAMJ,1,0,1,0,0,4
oBdRwn,0,0,0,1,0,5
XYINVHG,0,0,1,0,0,6
tfCuPiJR,0,0,1,0,1,6
kRseJLyjf,0,1,0,0,0,8
JgpwBMnR,0,0,0,0,0,8
aGTkIiweb,1,1,2,0,0,5
IsWhOSbFZ,0,0,1,1,0,7
SHWdAywjB,1,0,0,0,0,8
ZozKcLYE,0,1,0,1,0,6
DwFAHz,1,0,0,0,0,5
HwjCtdMFWp,0,0,0,0,0,10
BPmbTZkc,0,0,0,0,0,8
LYfwaZkXFq,1,0,0,0,0,9
YUKEgQNS,0,1,0,0,1,6
enovVrJB,0,1,0,1,0,6
ZtnCebcRT,0,1,0,0,0,8
PGyjFCM,0,0,0,0,0,7
ftLOjcmoxH,0,0,0,2,0,8
sTBLenR,0,1,0,0,0,6
HoNJdMkSqD,0,0,0,1,0,9
fWlDBVcFj,0,0,0,0,0,9
GeAjzlM,1,1,0,0,0,5
arQTxSRNIb,1,0,1,0,0,8
eyicHgJ,0,1,1,0,0,5
GLVjJh,0,0,0,0,0,6
oYKzUhl,0,0,0,1,1,5
iLbPBoy,0,0,1,1,0,5
QDbBoz,0,0,0,1,0,5
vBEKORAl,1,1,0,1,0,5
LkelVsPQt,0,1,0,0,0,8
iVylEqaP,1,1,1,0,0,5
aGLufz,1,0,0,0,1,4
ofAyutC,1,0,0,1,1,4
SrTtsWzRek,0,1,0,0,0,9
dOkLGn,0,0,0,1,0,5
WyrxLtn,0,0,0,0,0,7
JMIELujO,0,1,1,1,1,4
fhFKryX,0,0,0,0,0,7
rRTMIuDoi,0,0,2,1,1,5
atPLWrM,1,0,0,0,0,6
RQgGdx,0,0,0,0,0,6
CHsZdn,0,0,0,0,0,6
oMugFS,0,0,0,1,1,4
UPufVxH,0,0,0,0,2,5
PYEdVX,0,1,0,0,0,5
NALHUW,1,0,0,0,1,4
dRWOIT,0,0,1,1,0,4
AGMwlstBYk,1,0,0,0,0,9
IZOktiuBr,0,0,2,1,1,5
jJxCLVY,0,0,0,0,0,7
uPXtesaOA,2,1,0,1,1,4
hMtbqB,0,0,0,0,0,6
aTDyHSAqMm,2,0,0,0,0,8
iuABKZmSD,1,0,1,0,1,6
QwBYNXhq,0,0,0,0,0,8
fIRJGdlxk,0,0,1,0,0,8
TmrdxY,0,0,0,0,0,6
ESDPbZs,0,1,0,0,0,6
YaIgiZBA,2,0,2,0,0,4
esEmkfY,0,2,0,0,0,5
fRoLqQOpMr,0,0,0,2,0,8
NelvFcRbnE,0,2,0,0,0,8
mjHKywgEYP,0,1,0,0,0,9
osGpWqBy,0,0,0,1,0,7
ujGVEceY,0,2,0,0,1,5
hOdJeFVbn,0,1,0,1,0,7
sujqGYE,0,1,0,0,1,5
sHaveBVAEZ,2,2,0,0,0,6
dCBSKykwX,0,0,0,0,0,9
iJyheID,0,1,2,0,0,4
mhSEMFlyQ,0,1,0,0,0,8
lzEybhrpo,0,1,0,1,0,7
ZMFLQWtdl,0,0,0,0,0,9
FwrDpk,0,0,0,0,0,6
GOTRdj,0,0,0,1,0,5
xepHhF,0,1,0,0,0,5
rfMxjk,0,0,0,0,0,6
lbFDxAHgo,1,0,0,1,0,7
naGWYfp,1,0,0,0,0,6
BMwnsTIjto,0,0,1,1,0,8
YvUmoPpWT,0,0,0,1,1,7
LJcdnzI,0,0,1,0,0,6
dphBUtSZ,0,0,0,0,1,7
HXJSvqy,0,0,0,0,0,7
ZTQhcpIto,0,0,1,1,0,7
shZVIETo,0,1,1,1,0,5
prcgTf,0,0,0,0,0,6
VcoMef,0,1,0,1,0,4
OzZlCbq,0,0,0,1,0,6
JiPOnwS,0,0,1,1,0,5
xIZmiCnvSV,0,0,2,0,0,8
HNLirWQM,0,0,1,0,0,7
NPCvMd,0,0,0,0,0,6
eCNJdF,0,1,0,0,0,5
WxwCFkfmK,0,0,0,0,0,9
qPkNzK,0,0,0,0,0,6
uSBgLn,0,0,0,0,1,5
fJEZhv,0,1,0,0,0,5
SpRiEr,0,1,1,0,0,4
eIQADp,1,1,1,0,0,3
veAmxp,1,1,0,0,0,4
JscBtj,0,0,0,0,0,6
OgKftRTySr,0,0,0,1,0,9
HOkmVC,0,0,0,1,0,5
eBjwFCGJi,0,1,1,0,0,7
EtgcTX,0,1,0,0,0,5
paDAwuEVjB,2,1,0,0,1,6
AwvXHlQ,1,0,0,0,0,6
fsIcrk,0,0,1,0,0,5
ltxuXOiES,0,1,1,1,1,5
NjdkyEUXQs,0,1,0,0,1,8
OmqyWjELn,0,1,0,1,0,7
siKcfe,0,1,1,0,0,4
KubzpWj,0,0,0,0,1,6
RlZVuepk,0,1,0,0,1,6
NUFgEev,0,2,0,0,1,4
inedwP,0,1,1,0,0,4
aeByLr,1,1,0,0,0,4
dlXpcgZA,1,0,0,0,0,7
LkUTERp,0,1,0,0,1,5
WIZJvCFL,0,0,1,0,0,7
rtshHglMv,0,0,0,0,0,9
gpXVHA,1,0,0,0,0,5
HNMousdm,0,0,0,1,1,6
pJMZaAX,2,0,0,0,0,5
bSEwjOd,0,1,0,1,0,5
qvGzjh,0,0,0,0,0,6
ziVALF,1,0,1,0,0,4
wSOzPqIH,0,0,1,1,0,6
CgIMJatwbk,1,0,1,0,0,8
qCikoFnju,0,0,1,1,1,6
pMhfANIH,1,0,1,0,0,6
YzGKIetvJd,0,1,1,0,0,8
iaXRyckF,1,0,1,0,0,6
EQXMtS,0,1,0,0,0,5
jxhctSMk,0,0,0,0,0,8
iAbxHGdRk,1,0,1,0,0,7
SsGDcVxIe,0,1,1,0,0,7
HkCNOsFa,1,0,0,1,0,6
VoLulR,0,0,0,1,1,4
yudMgrLe,0,1,0,0,1,6
VCQaKRd,1,0,0,0,0,6
cUZbPQD,0,0,0,0,1,6
epGHDI,0,1,1,0,0,4
lHeLcdOGE,0,2,0,1,0,6
elWPLj,0,1,0,0,0,5
bOryKsv,0,0,0,1,0,6
PJhnomxiuz,0,0,1,1,1,7
fmDZAt,1,0,0,0,0,5
ntUYRySExK,0,1,0,0,1,8
uaSlGVPojA,2,0,0,1,1,6
dXLAFURn,1,0,0,0,1,6
hJrOXkLY,0,0,0,1,0,7
lkQbKDiy,0,0,1,0,0,7
rWwpUbF,0,0,0,0,1,6
JUgjNLrYf,0,0,0,0,1,8
ZOWvrojhk,0,0,0,2,0,7
rWNhqOTR,0,0,0,1,0,7
SDHWpviOoh,0,0,1,2,0,7
boRzQfP,0,0,0,1,0,6
JDuPkeF,0,1,0,0,1,5
qpXQBHdGET,0,1,0,0,0,9
DsZSeu,0,1,0,0,1,4
hmGZrLsp,0,0,0,0,0,8
ytVGzqi,0,0,1,0,0,6
lbVEBW,0,1,0,0,0,5
DXIUlkBWO,0,0,1,1,1,6
tYXrqcNU,0,0,0,0,1,7
tVLjRq,0,0,0,0,0,6
lGhPuqxLA,1,0,0,0,1,7
IScYzjVB,0,0,1,0,0,7
WEredMBZ,0,2,0,0,0,6
IBTpCwfqo,0,0,1,1,0,7
UPBmObTh,0,0,0,1,1,6
fuyPgzK,0,0,0,0,1,6
lwRjncduqH,0,0,0,0,1,9
wNLFQrc,0,0,0,0,0,7
EIvRoZ,0,1,1,1,0,3
LodSYtUsF,0,0,0,1,1,7
gdGxSWfCq,0,0,0,0,0,9
cJzwkFH,0,0,0,0,0,7
WFPqBZw,0,0,0,0,0,7
DZrEjRq,0,1,0,0,0,6
YqdehATFxv,1,1,0,0,0,8
yNFzrULOdo,0,0,0,2,1,7
KaNhTLr,1,0,0,0,0,6
ifRyxw,0,0,1,0,0,5
gbUQvEX,0,1,0,0,1,5
HvwPYfB,0,0,0,0,0,7
KfPBdQiFG,0,0,1,0,0,8
WDnOPmaVUd,1,0,0,1,1,7
mkXxFZsu,0,0,0,0,1,7
giojqSABwH,1,0,1,1,0,7
HuYgcS,0,0,0,0,1,5
YoMpfPbh,0,0,0,1,0,7
JKjbnEp,0,1,0,0,0,6
PcFyLh,0,0,0,0,0,6
pNrFUAb,1,0,0,0,1,5
mgeDcvP,0,1,0,0,0,6
yjWrRCKQkh,0,0,0,0,0,10
jaTCbB,1,0,0,0,0,5
ucCEYo,0,1,0,1,1,3
fpVUFs,0,0,0,0,1,5
sLdPDw,0,0,0,0,0,6
ReEwYK,0,2,0,0,0,4
VnzMxR,0,0,0,0,0,6
qoQwfVYOPg,0,0,0,2,0,8
bAajwg,2,0,0,0,0,4
pROgKyh,0,0,0,1,0,6
AsrmKYShbo,1,0,0,1,0,8
SABLsHDquC,1,0,0,0,1,8
KzaPVL,1,0,0,0,0,5
tsGpVO,0,0,0,1,0,5
JTSByw,0,0,0,0,0,6
ufDWRhp,0,0,0,0,1,6
txCcnFK,0,0,0,0,0,7
SEwuIp,0,1,1,0,1,3
IkgZft,0,0,1,0,0,5
HMNSPzlOr,0,0,0,1,0,8
zUxMciWN,0,0,1,0,1,6
TOfNwvZU,0,0,0,1,1,6
ZCHNGqt,0,0,0,0,0,7
YTeSAWsX,1,1,0,0,0,6
gqrAluXDY,1,0,0,0,1,7
NUXgfYT,0,0,0,0,1,6
LgqOWld,0,0,0,1,0,6
ANjkhadfu,2,0,0,0,1,6
wjyRNmkL,0,0,0,0,0,8
vwFbQcZ,0,0,0,0,0,7
FekmwYn,0,1,0,0,0,6
RNTxqF,0,0,0,0,0,6
ihKajdFf,1,0,1,0,0,6
ANphEIbM,1,1,1,0,0,5
XERoyVw,0,1,0,1,0,5
pcQRTEJ,0,1,0,0,0,6
vlORTIxUnN,0,0,1,1,1,7
FGClncB,0,0,0,0,0,7
DsibTSxA,1,0,1,0,0,6
xQfHZp,0,0,0,0,0,6
PSFMZrwR,0,0,0,0,0,8
RtlHWanQj,1,0,0,0,0,8
xpeVRjHq,0,1,0,0,0,7
CVMBKi,0,0,1,0,0,5
XhASJsxCeP,1,1,0,0,0,8
iLtbTEM,0,1,1,0,0,5
FPMorSxqY,0,0,0,1,0,8
KqmfVat,1,0,0,0,0,6
Xqfcvs,0,0,0,0,0,6
TVxvQgA,1,0,0,0,0,6
oAepFwb,1,1,0,1,0,4
AVjPFBa,2,0,0,0,0,5
EXjJgmiIs,0,1,2,0,0,6
LozAlWwvt,1,0,0,1,0,7
FJAMrWb,1,0,0,0,0,6
YJZRUL,0,0,0,0,1,5
LHhVfnDTNy,0,0,0,0,0,10
hbfEUp,0,1,0,0,1,4
gnOswzp,0,0,0,1,0,6
hZkuUdv,0,0,0,0,2,5
rvRjAdMtfB,1,0,0,0,0,9
UzMfqd,0,0,0,0,1,5
YsfcaC,1,0,0,0,0,5
PizFhMdSgl,0,0,1,0,0,9
WPrzCxNFZu,0,0,0,0,1,9
GLshBIid,0,0,2,0,0,6
vtRLOi,0,0,1,1,0,4
dwPXlO,0,0,0,1,0,5
njduzM,0,0,0,0,1,5
nyqliobKrY,0,0,1,1,0,8
EiGQBFc,0,1,1,0,0,5
rsXMQdO,0,0,0,1,0,6
poquYWIXfB,0,0,1,1,1,7
XJpqfjWb,0,0,0,0,0,8
nipmRVBwL,0,0,1,0,0,8
NCEhWz,0,1,0,0,0,5
CJngeDv,0,1,0,0,0,6
rQcPHEg,0,1,0,0,0,6
JdRNHEw,0,1,0,0,0,6
lSwYruCFJM,0,0,0,0,1,9
dLhVge,0,1,0,0,0,5
QVLZqpSd,0,0,0,0,0,8
lWwvHaC,1,0,0,0,0,6
ClwgLcpo,0,0,0,1,0,7
aYcszZDbRt,1,0,0,0,0,9
vtMgEPLk,0,1,0,0,0,7
JuczYtG,0,0,0,0,1,6
xhiMFX,0,0,1,0,0,5
kbUDmxctMe,0,1,0,0,1,8
pNYIKlw,0,0,1,0,0,6
fmTsCe,0,1,0,0,0,5
jgCFmE,0,1,0,0,0,5
AOdrFeKW,1,1,0,1,0,5
bvyCaFmRpr,1,0,0,0,0,9
qEJodfAs,1,1,0,1,0,5
DtwCSIZ,0,0,1,0,0,6
cOAYNRVuFU,1,0,0,1,2,6
XuwIDbkG,0,0,1,0,1,6
HLrWSgXJEx,0,1,0,0,0,9
nlQrzO,0,0,0,1,0,5
ktEeqhyNUw,0,2,0,0,1,7
QNbItJBD,0,0,1,0,0,7
vekuQAIN,1,1,1,0,1,4
UrcLEXN,0,1,0,0,1,5
hgKNWMR,0,0,0,0,0,7
izMCcnl,0,0,1,0,0,6
AQbZjUD,1,0,0,0,1,5
HIyCkDq,0,0,1,0,0,6
aZrdWAnzK,2,0,0,0,0,7
BdPkqHeuz,0,1,0,0,1,7
OfmvpaDFn,1,0,0,1,0,7
eNtTkPFibp,0,1,1,0,0,8
xsNXuQmY,0,0,0,0,1,7
OzBQMXwiE,0,1,1,1,0,6
grwjsoaLN,1,0,0,1,0,7
lokZpifDz,0,0,1,1,0,7
mxVwEQ,0,1,0,0,0,5
NmloznF,0,0,0,1,0,6
ieJacWgU,1,1,1,0,1,4
qIzURb,0,0,1,0,1,4
OAmQxY,1,0,0,1,0,4
aOQVMxu,1,0,0,1,1,4
rEhSFqyRH,0,1,0,0,0,8
vjXpDaS,1,0,0,0,0,6
sRpYNe,0,1,0,0,0,5
jmytAXD,1,0,0,0,0,6
IulEkdJ,0,1,1,0,1,4
XNujAMDmVa,2,0,0,0,1,7
NClqLY,0,0,0,0,0,6
fxSsgY,0,0,0,0,0,6
zUnPoKa,1,0,0,1,1,4
ETUPDA,1,1,0,0,1,3
XyLAuc,1,0,0,0,1,4
spkwxNalj,1,0,0,0,0,8
hxuWwABMXr,1,0,0,0,1,8
oanZQPg,1,0,0,1,0,5
FqQXni,0,0,1,0,0,5
MEHlDN,0,1,0,0,0,5
uOANVHT,1,0,0,1,1,4
ykZFsG,0,0,0,0,0,6
mGxLAjnVH,1,0,0,0,0,8
eRxjabI,1,1,1,0,0,4
Rhexwvd,0,1,0,0,0,6
WhHQAFDRzg,1,0,0,0,0,9
fQwHoOMhD,0,0,0,2,0,7
PnQkDCsO,0,0,0,1,0,7
fFUWMXPYnx,0,0,0,0,1,9
OjsZKFN,0,0,0,1,0,6
PhAoRq,1,0,0,1,0,4
VgeLKY,0,1,0,0,0,5
ShlHtPVwFJ,0,0,0,0,0,10
Ouwalkzncx,1,0,0,1,1,7
eZvScdmwR,0,1,0,0,0,8
LbzWOem,0,1,0,1,0,5
EOKWaN,1,1,0,1,0,3
qWzlQOV,0,0,0,1,0,6
awuYkBqIeA,2,1,1,0,1,5
vyXZawjB,1,0,0,0,0,7
iVXzmk,0,0,1,0,0,5
ERIiZps,0,1,2,0,0,4
jdiTzk,0,0,1,0,0,5
MRrnmCa,1,0,0,0,0,6
qUEWCyNLvZ,0,1,0,0,1,8
CRYzfv,0,0,0,0,0,6
jwBJfP,0,0,0,0,0,6
nkBNxYgG,0,0,0,0,0,8
HEwUzicQuF,0,1,1,0,2,6
LcTPslh,0,0,0,0,0,7
aGQynh,1,0,0,0,0,5
fytVqYJ,0,0,0,0,0,7
wcPIeE,0,2,1,0,0,3
KAEwtxkyh,1,1,0,0,0,7
DBayFz,1,0,0,0,0,5
bBaukz,1,0,0,0,1,4
wsCIDzm,0,0,1,0,0,6
ptwmKU,0,0,0,0,1,5
sPLdBGjV,0,0,0,0,0,8
JEiyBqW,0,1,1,0,0,5
QKqXnWVrsw,0,0,0,0,0,10
TefLUV,0,1,0,0,1,4
zrdjVl,0,0,0,0,0,6
chEYFODiq,0,1,1,1,0,6
rpuCmeSIqP,0,1,1,0,1,7
gZHxMqVUE,0,1,0,0,1,7
bHrWXCw,0,0,0,0,0,7
wRLvxza,1,0,0,0,0,6
yfKYxJU,0,0,0,0,1,6
bMwziH,0,0,1,0,0,5
duTcPVBCAQ,1,0,0,0,1,8
mTkUCIgD,0,0,1,0,1,6
tYzRbk,0,0,0,0,0,6
NzghJEp,0,1,0,0,0,6
CSWEeJsYxt,0,2,0,0,0,8
OjAEFe,1,2,0,1,0,2
UKDnczp,0,0,0,0,1,6
jZbgzl,0,0,0,0,0,6
tPQAKOhBb,1,0,0,1,0,7
FlkfQMEmJe,0,2,0,0,0,8
NfTqUGHQVX,0,0,0,0,1,9
FkoLaY,1,0,0,1,0,4
EbSvsPQ,0,1,0,0,0,6
ZbRFEHCkXl,0,1,0,0,0,9
TYmuDz,0,0,0,0,1,5
HvWqecapVy,1,1,0,0,0,8
BObsyKv,0,0,0,1,0,6
dvEZwgl,0,1,0,0,0,6
mFyokrLOJi,0,0,1,2,0,7
WLJPBj,0,0,0,0,0,6
XncqENh,0,1,0,0,0,6
JgyFCUEqD,0,1,0,0,1,7
mpyAlojEM,1,1,0,1,0,6
CLrayAX,2,0,0,0,0,5
xXrntYVS,0,0,0,0,0,8
LnpobUFDc,0,0,0,1,1,7
WiCEqTo,0,1,1,1,0,4
HCuDZE,0,1,0,0,1,4
ojiugD,0,0,1,1,1,3
KdcBPT,0,0,0,0,0,6
esULvZCErO,0,2,0,1,1,6
uHGUptJmd,0,0,0,0,2,7
XcAhLG,1,0,0,0,0,5
ysgdnrlRt,0,0,0,0,0,9
yhlWcAFCvp,1,0,0,0,0,9
nxeAquSiy,1,1,1,0,1,5
RCHfhFE,0,1,0,0,0,6
xHwjiGsnNd,0,0,1,0,0,9
QRnztMhVy,0,0,0,0,0,9
EPJoGbfg,0,1,0,1,0,6
RqlvtCzMQE,0,1,0,0,0,9
YoWRsFZ,0,0,0,1,0,6
oQrwglIKhB,0,0,1,1,0,8
OAbTMDzsw,1,0,0,1,0,7
IDZhyWUxAV,1,0,1,0,1,7
PzcugsJwA,1,0,0,0,1,7
hdONvbo,0,0,0,2,0,5
BbmAoirsL,1,0,1,1,0,6
FlwjkHJ,0,0,0,0,0,7
zmAdqhgRI,1,0,1,0,0,7
wdOzTtAy,1,0,0,1,0,6
XitOUEFCje,0,2,1,1,1,5
cmkIriMVN,0,0,2,0,0,7
fdnNXg,0,0,0,0,0,6
xMksJbU,0,0,0,0,1,6
nVfWxkE,0,1,0,0,0,6
zdafxVKT,1,0,0,0,0,7
tZqLWbAd,1,0,0,0,0,7
KPxgyhuE,0,1,0,0,1,6
iscALwjM,1,0,1,0,0,6
VKImyNHEko,0,1,1,1,0,7
KEpFmUns,0,1,0,0,1,6
jzgGFfZ,0,0,0,0,0,7
kpneZli,0,1,1,0,0,5
rqtJmg,0,0,0,0,0,6
MIQEGUvg,0,1,1,0,1,5
rWTKuSOm,0,0,0,1,1,6
YOdKRVButC,0,0,0,1,1,8
OQlbeA,1,1,0,1,0,3
frbJYP,0,0,0,0,0,6
SJnKCXH,0,0,0,0,0,7
UndKgrcMwa,1,0,0,0,1,8
xkhOTcYA,1,0,0,1,0,6
tVXQvzxGI,0,0,1,0,0,8
pVFLTr,0,0,0,0,0,6
pIGMSzE,0,1,1,0,0,5
coPqjiDVS,0,0,1,1,0,7
zRbPIQiFMA,1,0,2,0,0,7
RwfxMJ,0,0,0,0,0,6
oOpJjn,0,0,0,2,0,4
eSVbqjvYI,0,1,1,0,0,7
mYhXVO,0,0,0,1,0,5
lerQkiWA,1,1,1,0,0,5
PoWDkJ,0,0,0,1,0,5
qvfcwW,0,0,0,0,0,6
