Sequence,A or a,E or e,I or i,O or o,U or u,Consonants
JWCXtxASje,1,1,0,0,0,8
rwKBzm,0,0,0,0,0,6
IdRaBLvcW,1,0,1,0,0,7
nlDViQ,0,0,1,0,0,5
ANUTqg,1,0,0,0,1,4
zRjZMb,0,0,0,0,0,6
vkmFlD,0,0,0,0,0,6
guXSwD,0,0,0,0,1,5
ULfqydn,0,0,0,0,1,6
LcvyKTB,0,0,0,0,0,7
pZbAiagl,2,0,1,0,0,5
HsmWnZc,0,0,0,0,0,7
ZOnzhfpIjt,0,0,1,1,0,8
nDTiZLc,0,0,1,0,0,6
IESFhit,0,1,2,0,0,4
UwSvdBb,0,0,0,0,1,6
rjeMwBt,0,1,0,0,0,6
HoNpXuky,0,0,0,1,1,6
rawTBSgXFP,1,0,0,0,0,9
FiVNwZJp,0,0,1,0,0,7
NIhgeG,0,1,1,0,0,4
zGYUZAEcJ,1,1,0,0,1,6
ejJCfdn,0,1,0,0,0,6
DoPBALWYM,1,0,0,1,0,7
yMwEXkYoW,0,1,0,1,0,7
ZxXAnhLE,1,1,0,0,0,6
YSQcomAN,1,0,0,1,0,6
ubLYnRk,0,0,0,0,1,6
PRzijqdo,0,0,1,1,0,6
clnfxhv,0,0,0,0,0,7
abEwOMxz,1,1,0,1,0,5
AISeGUV,1,1,1,0,1,3
crOMzl,0,0,0,1,0,5
SAaOEnm,2,1,0,1,0,3
wdmUcYGxjX,0,0,0,0,1,9
IuTKqbRf,0,0,1,0,1,6
NfaxSRyi,1,0,1,0,0,6
TLYnMu,0,0,0,0,1,5
TcbOkClw,0,0,0,1,0,7
knqcJOj,0,0,0,1,0,6
tbulwLUEvW,0,1,0,0,2,7
aEpsCq,1,1,0,0,0,4
pblEvR,0,1,0,0,0,5
uOJlpe,0,1,0,1,1,3
KgjZTwYf,0,0,0,0,0,8
mdZaYwlD,1,0,0,0,0,7
nNUimbh,0,0,1,0,1,5
BbQjlUIZV,0,0,1,0,1,7
LlrucRZa,1,0,0,0,1,6
CSMpiH,0,0,1,0,0,5
vKzZFyRx,0,0,0,0,0,8
JgtFYK,0,0,0,0,0,6
cpwTloWV,0,0,0,1,0,7
yGnPsxBdO,0,0,0,1,0,8
lSEyYmQz,0,1,0,0,0,7
bGOKQxtIa,1,0,1,1,0,6
UMCKjvaqfk,1,0,0,0,1,8
ofGaIrgzh,1,0,1,1,0,6
ifVxGNsvpU,0,0,1,0,1,8
iTkHNs,0,0,1,0,0,5
xZaVAu,2,0,0,0,1,3
qVfCEt,0,1,0,0,0,5
DCzpvjAWde,1,1,0,0,0,8
ajpLNnsfq,1,0,0,0,0,8
aMtOKYZTI,1,0,1,1,0,6
dqTGIy,0,0,1,0,0,5
BdaxuOXK,1,0,0,1,1,5
lucwUkWI,0,0,1,0,2,5
jWKlnADP,1,0,0,0,0,7
DIBCwb,0,0,1,0,0,5
XeEkPgpNlh,0,2,0,0,0,8
JNZWvlXuV,0,0,0,0,1,8
zsZBkSfu,0,0,0,0,1,7
HzVgFsiNM,0,0,1,0,0,8
GcHnuSsL,0,0,0,0,1,7
XwIzLOHu,0,0,1,1,1,5
iUWsPyTre,0,1,1,0,1,6
vAiOrewqf,1,1,1,1,0,5
nFBhzg,0,0,0,0,0,6
OWdeVrpK,0,1,0,1,0,6
fMNeUWTLb,0,1,0,0,1,7
OzNPxhYwB,0,0,0,1,0,8
uRZDskzI,0,0,1,0,1,6
eogupaZvbH,1,1,0,1,1,6
TaWIhoH,1,0,1,1,0,4
ecStDwKkLQ,0,1,0,0,0,9
junNOTmR,0,0,0,1,1,6
VqfYjQF,0,0,0,0,0,7
rPCaUKWzsh,1,0,0,0,1,8
VitKxN,0,0,1,0,0,5
WLvsoltrY,0,0,0,1,0,8
jGLgtyqhbY,0,0,0,0,0,10
xsDovg,0,0,0,1,0,5
hlKJoSH,0,0,0,1,0,6
EXYkHPh,0,1,0,0,0,6
RkIoxHcQ,0,0,1,1,0,6
zFAZTNLPn,1,0,0,0,0,8
fxQrBum,0,0,0,0,1,6
YzplfDFTt,0,0,0,0,0,9
YfOPuK,0,0,0,1,1,4
FYrJBzjt,0,0,0,0,0,8
wrnYscLHh,0,0,0,0,0,9
KBMoIYLZet,0,1,1,1,0,7
hbGYRA,1,0,0,0,0,5
pqOvoYlWh,0,0,0,2,0,7
gsZrSQl,0,0,0,0,0,7
ubfnExOJd,0,1,0,1,1,6
cfxpEJ,0,1,0,0,0,5
NpHLdCO,0,0,0,1,0,6
FgsdzNh,0,0,0,0,0,7
nJSqimekzu,0,1,1,0,1,7
IfnVwcCSH,0,0,1,0,0,8
ZYFaRXNnc,1,0,0,0,0,8
LbndzXkcKa,1,0,0,0,0,9
VFdJIcXP,0,0,1,0,0,7
LzUNTrhBkS,0,0,0,0,1,9
LOWYnXJ,0,0,0,1,0,6
YqzCbwuXnm,0,0,0,0,1,9
SnMfgHEBh,0,1,0,0,0,8
EchQkMqLjK,0,1,0,0,0,9
uwIJkoCZ,0,0,1,1,1,5
ScgyjV,0,0,0,0,0,6
vCRNciPIE,0,1,2,0,0,6
pzXcWnv,0,0,0,0,0,7
NyflEvhs,0,1,0,0,0,7
sRiMyZ,0,0,1,0,0,5
ZMtskO,0,0,0,1,0,5
XQehVtlqro,0,1,0,1,0,8
gUjpxY,0,0,0,0,1,5
vMELaNU,1,1,0,0,1,4
hrFAzBVRZ,1,0,0,0,0,8
oLROAhx,1,0,0,2,0,4
bxpigVatc,1,0,1,0,0,7
TJXnlUz,0,0,0,0,1,6
AypckXO,1,0,0,1,0,5
HkqrLscNy,0,0,0,0,0,9
XPutwH,0,0,0,0,1,5
uHcXNjdvY,0,0,0,0,1,8
RUTrEqYuKX,0,1,0,0,2,7
mjXqndHF,0,0,0,0,0,8
ElSrAMQI,1,1,1,0,0,5
lcCLiAS,1,0,1,0,0,5
bjmoupcWs,0,0,0,1,1,7
KgSAth,1,0,0,0,0,5
APbOlR,1,0,0,1,0,4
nhaeJMGk,1,1,0,0,0,6
BdVTqb,0,0,0,0,0,6
POcipCyQ,0,0,1,1,0,6
WrvtqsL,0,0,0,0,0,7
lrdPynKS,0,0,0,0,0,8
tiUBAD,1,0,1,0,1,3
frROvYy,0,0,0,1,0,6
UOSMzFidV,0,0,1,1,1,6
JrlAsjwhg,1,0,0,0,0,8
KwUVCHM,0,0,0,0,1,6
cCwEnma,1,1,0,0,0,5
LhuTnmKi,0,0,1,0,1,6
cGNZnQvus,0,0,0,0,1,8
JiVbGdWvRg,0,0,1,0,0,9
Eamwhr,1,1,0,0,0,4
aoNZstWRY,1,0,0,1,0,7
uYJdfTyL,0,0,0,0,1,7
MEdxHhI,0,1,1,0,0,5
HbUCETNDM,0,1,0,0,1,7
rHpeRK,0,1,0,0,0,5
dhRGevMFyV,0,1,0,0,0,9
YVwEZom,0,1,0,1,0,5
IdaPxRitqu,1,0,2,0,1,6
hHTkiDNQu,0,0,1,0,1,7
EpxMIiub,0,1,2,0,1,4
sqfnDZ,0,0,0,0,0,6
KZixeWgSuC,0,1,1,0,1,7
dLyQiR,0,0,1,0,0,5
VlYhNbx,0,0,0,0,0,7
garYkANS,2,0,0,0,0,6
yvfZbW,0,0,0,0,0,6
wkvtJm,0,0,0,0,0,6
bRkfXSPlA,1,0,0,0,0,8
QoKJznXLgc,0,0,0,1,0,9
UPmFwMlDd,0,0,0,0,1,8
AyFBGPMN,1,0,0,0,0,7
TDVgeL,0,1,0,0,0,5
qQxOugN,0,0,0,1,1,5
MSIPnbkmOf,0,0,1,1,0,8
OGUTmh,0,0,0,1,1,4
fXSldEP,0,1,0,0,0,6
qsnGYir,0,0,1,0,0,6
YTVZcrj,0,0,0,0,0,7
ZXlhyVE,0,1,0,0,0,6
SuVUkA,1,0,0,0,2,3
BlZCXMf,0,0,0,0,0,7
SkYyvHZ,0,0,0,0,0,7
HsKunvJyrV,0,0,0,0,1,9
wrWGsYKeb,0,1,0,0,0,8
LiyBXfghQO,0,0,1,1,0,8
CvLnSlB,0,0,0,0,0,7
tbZjEFu,0,1,0,0,1,5
KqCgFSP,0,0,0,0,0,7
yNlasOT,1,0,0,1,0,5
crUTeDs,0,1,0,0,1,5
kCVZPqTc,0,0,0,0,0,8
UzmaMw,1,0,0,0,1,4
oHvOpUWcY,0,0,0,2,1,6
mJadGS,1,0,0,0,0,5
UYuDOB,0,0,0,1,2,3
eNCkJIR,0,1,1,0,0,5
BNZfFGOms,0,0,0,1,0,8
usAfLKo,1,0,0,1,1,4
BlMrZxQm,0,0,0,0,0,8
SQGowemX,0,1,0,1,0,6
rlIAtofGEK,1,1,1,1,0,6
CrvUJHTuRz,0,0,0,0,2,8
lcfsUe,0,1,0,0,1,4
tQGdbRAUe,1,1,0,0,1,6
psZJzSUvIw,0,0,1,0,1,8
wtjzib,0,0,1,0,0,5
qJdkRmICX,0,0,1,0,0,8
DLigycK,0,0,1,0,0,6
rmWypK,0,0,0,0,0,6
GEKOpx,0,1,0,1,0,4
svbKta,1,0,0,0,0,5
RSVdlo,0,0,0,1,0,5
vBPmdrtFJ,0,0,0,0,0,9
LurRxU,0,0,0,0,2,4
EHlniM,0,1,1,0,0,4
LTVHWi,0,0,1,0,0,5
oTCmOq,0,0,0,2,0,4
tlsdVDHQGP,0,0,0,0,0,10
sNnwTm,0,0,0,0,0,6
hBqIan,1,0,1,0,0,4
iFzGkjd,0,0,1,0,0,6
iQlIMo,0,0,2,1,0,3
YRkNgXAm,1,0,0,0,0,7
tiqPZE,0,1,1,0,0,4
TWLJUf,0,0,0,0,1,5
cRCztlvXA,1,0,0,0,0,8
BsmcvPM,0,0,0,0,0,7
ShtMDNHBp,0,0,0,0,0,9
DRivupEF,0,1,1,0,1,5
GTUWswJ,0,0,0,0,1,6
NvtJLxo,0,0,0,1,0,6
tMlBvD,0,0,0,0,0,6
KpaSCDk,1,0,0,0,0,6
oiCUdR,0,0,1,1,1,3
ptDLoaO,1,0,0,2,0,4
goepQBvn,0,1,0,1,0,6
WPDJKbrpw,0,0,0,0,0,9
AHyJYolfNT,1,0,0,1,0,8
SmTgkEV,0,1,0,0,0,6
ylUHgWnwR,0,0,0,0,1,8
QCXWxs,0,0,0,0,0,6
Nfsgln,0,0,0,0,0,6
VepZcoHrX,0,1,0,1,0,7
VCdrgnRGq,0,0,0,0,0,9
tsAGekO,1,1,0,1,0,4
jrgfmGUzlv,0,0,0,0,1,9
cjvSOx,0,0,0,1,0,5
zGEbRNDdst,0,1,0,0,0,9
GfhncwuD,0,0,0,0,1,7
jUrsMg,0,0,0,0,1,5
poAqjI,1,0,1,1,0,3
JoridL,0,0,1,1,0,4
VYMNjPgmQ,0,0,0,0,0,9
fjMPELZOb,0,1,0,1,0,7
yYHrfK,0,0,0,0,0,6
RMWUwSG,0,0,0,0,1,6
QyPVvuN,0,0,0,0,1,6
OiKldHVr,0,0,1,1,0,6
NegQrGHAM,1,1,0,0,0,7
VutdDigQv,0,0,1,0,1,7
mjqsaGzLD,1,0,0,0,0,8
GpPkNB,0,0,0,0,0,6
HNcLyFoa,1,0,0,1,0,6
kHPAoQxsV,1,0,0,1,0,7
lreSzM,0,1,0,0,0,5
ARxYPtcd,1,0,0,0,0,7
uXiIwH,0,0,2,0,1,3
OSZueGf,0,1,0,1,1,4
qdPaStkWwh,1,0,0,0,0,9
IQMsZl,0,0,1,0,0,5
uHxyUToq,0,0,0,1,2,5
jBEnqmY,0,1,0,0,0,6
EOalJyD,1,1,0,1,0,4
XusmWT,0,0,0,0,1,5
hIVsSNT,0,0,1,0,0,6
FjNBEehD,0,2,0,0,0,6
DnMskCy,0,0,0,0,0,7
WqxjRD,0,0,0,0,0,6
qnFDKev,0,1,0,0,0,6
PsYMrA,1,0,0,0,0,5
oJUACW,1,0,0,1,1,3
imVOxJ,0,0,1,1,0,4
zFPrUA,1,0,0,0,1,4
SkhWMY,0,0,0,0,0,6
wpiehvSYX,0,1,1,0,0,7
JctjrU,0,0,0,0,1,5
zrjIYTM,0,0,1,0,0,6
EWeQOczu,0,2,0,1,1,4
hXOUJL,0,0,0,1,1,4
ipGStOPlm,0,0,1,1,0,7
twRWJPK,0,0,0,0,0,7
RGNFdfpwnE,0,1,0,0,0,9
iBSKnGA,1,0,1,0,0,5
LlWDst,0,0,0,0,0,6
RfyovHsL,0,0,0,1,0,7
ykzXZJFQG,0,0,0,0,0,9
mTeGICW,0,1,1,0,0,5
rTDinJcYQ,0,0,1,0,0,8
ViZPnOUeWR,0,1,1,1,1,6
YKWTFueDO,0,1,0,1,1,6
aUJtoWVvM,1,0,0,1,1,6
BuFLbHZs,0,0,0,0,1,7
aFdPmY,1,0,0,0,0,5
AvDmCOh,1,0,0,1,0,5
TpsGWPEoR,0,1,0,1,0,7
vLpXmwKEOB,0,1,0,1,0,8
docqAslS,1,0,0,1,0,6
OdUzVeuGrk,0,1,0,1,2,6
HFjfrqt,0,0,0,0,0,7
QqmTAK,1,0,0,0,0,5
SYvxKowMU,0,0,0,1,1,7
QpjdYf,0,0,0,0,0,6
LuYZolrep,0,1,0,1,1,6
tlfNpV,0,0,0,0,0,6
vRoxwG,0,0,0,1,0,5
JQHypmLErd,0,1,0,0,0,9
sMRPKkVm,0,0,0,0,0,8
UkJqHYzsLS,0,0,0,0,1,9
uoxZgWNJkM,0,0,0,1,1,8
HbSUJrBy,0,0,0,0,1,7
azKcsN,1,0,0,0,0,5
eoQubwAcY,1,1,0,1,1,5
RktIfa,1,0,1,0,0,4
IPidbD,0,0,2,0,0,4
NohsrKG,0,0,0,1,0,6
IvzuqFDA,1,0,1,0,1,5
LdhVcQ,0,0,0,0,0,6
WYoAUV,1,0,0,1,1,3
vrMdzI,0,0,1,0,0,5
gobIQc,0,0,1,1,0,4
HryVSk,0,0,0,0,0,6
TuJQASzkmg,1,0,0,0,1,8
sDyRLHMNA,1,0,0,0,0,8
mdcTbZFofX,0,0,0,1,0,9
dguOoI,0,0,1,2,1,2
BUDuji,0,0,1,0,2,3
oQFzrGqXC,0,0,0,1,0,8
LHzxlVIS,0,0,1,0,0,7
NhmQfsc,0,0,0,0,0,7
SQnMgW,0,0,0,0,0,6
IomQsKDl,0,0,1,1,0,6
BgGWdUHXM,0,0,0,0,1,8
zQbqtURAVW,1,0,0,0,1,8
talVEbSPuH,1,1,0,0,1,7
UvrgHq,0,0,0,0,1,5
mkrvAtG,1,0,0,0,0,6
gvHSnDC,0,0,0,0,0,7
QarAqcb,2,0,0,0,0,5
raJqCUYpkN,1,0,0,0,1,8
skOPNJMB,0,0,0,1,0,7
HOSLClw,0,0,0,1,0,6
BcYqpfSj,0,0,0,0,0,8
EQjwAeLaty,2,2,0,0,0,6
kGLjpXEs,0,1,0,0,0,7
SZAvcs,1,0,0,0,0,5
QqAMBjD,1,0,0,0,0,6
lEeZauhK,1,2,0,0,1,4
EXRtxoIy,0,1,1,1,0,5
ESQGJfXUmB,0,1,0,0,1,8
howrCFv,0,0,0,1,0,6
mgQxnuy,0,0,0,0,1,6
NZHuStQ,0,0,0,0,1,6
IqnaYpP,1,0,1,0,0,5
sSYArhC,1,0,0,0,0,6
wsFVJH,0,0,0,0,0,6
pItheW,0,1,1,0,0,4
PBzLwoRVZu,0,0,0,1,1,8
TmWXjvEQrO,0,1,0,1,0,8
icpKnsjVd,0,0,1,0,0,8
mSvFuCIg,0,0,1,0,1,6
LIlQbYMH,0,0,1,0,0,7
Mtuwgl,0,0,0,0,1,5
TivcYe,0,1,1,0,0,4
lEiGZuY,0,1,1,0,1,4
WFXfSCTdV,0,0,0,0,0,9
HyKvpBMsI,0,0,1,0,0,8
cZsukQF,0,0,0,0,1,6
kgcuFCBH,0,0,0,0,1,7
AoLvYqj,1,0,0,1,0,5
rMXWmzty,0,0,0,0,0,8
dFAcol,1,0,0,1,0,4
nUKJSXOc,0,0,0,1,1,6
nAOYJIP,1,0,1,1,0,4
rOdIEf,0,1,1,1,0,3
EDxAJY,1,1,0,0,0,4
LUMVagQyw,1,0,0,0,1,7
DWTxeF,0,1,0,0,0,5
SNBHJWGO,0,0,0,1,0,7
xQDysVl,0,0,0,0,0,7
cElHCNbo,0,1,0,1,0,6
wQuTPvIi,0,0,2,0,1,5
BrdheR,0,1,0,0,0,5
XbAhmJPj,1,0,0,0,0,7
CtQSwk,0,0,0,0,0,6
bVlGRtix,0,0,1,0,0,7
CjhomDcQz,0,0,0,1,0,8
btzaqm,1,0,0,0,0,5
awINfVTO,1,0,1,1,0,5
WowQUTGpIg,0,0,1,1,1,7
EGIxagp,1,1,1,0,0,4
KPGkyF,0,0,0,0,0,6
JHnZzPiL,0,0,1,0,0,7
zlEMgB,0,1,0,0,0,5
wqAMQytj,1,0,0,0,0,7
QlTSPZmqhu,0,0,0,0,1,9
giVYnNz,0,0,1,0,0,6
VuTIFif,0,0,2,0,1,4
mdxVAurzj,1,0,0,0,1,7
nEbQiM,0,1,1,0,0,4
kCVzZduLhO,0,0,0,1,1,8
neADHfsdt,1,1,0,0,0,7
HfpwjSsIV,0,0,1,0,0,8
qWKpHsr,0,0,0,0,0,7
FRVbiwh,0,0,1,0,0,6
ztvNkj,0,0,0,0,0,6
iUGQdqD,0,0,1,0,1,5
pgEmIe,0,2,1,0,0,3
MSClBnFbx,0,0,0,0,0,9
jicUJpHBL,0,0,1,0,1,7
gJvOWM,0,0,0,1,0,5
uHTyrjnh,0,0,0,0,1,7
Oulycr,0,0,0,1,1,4
WVscwMpfLh,0,0,0,0,0,10
tkdRKsHf,0,0,0,0,0,8
SqQMbzJP,0,0,0,0,0,8
NHqAei,1,1,1,0,0,3
befQEC,0,2,0,0,0,4
VMukbHwn,0,0,0,0,1,7
KQZOStLru,0,0,0,1,1,7
ZBWgYr,0,0,0,0,0,6
NOUFafkVSJ,1,0,0,1,1,7
hOtUiv,0,0,1,1,1,3
BvWqiRTmSt,0,0,1,0,0,9
GPNzDyoRrQ,0,0,0,1,0,9
WfmiRjK,0,0,1,0,0,6
dbAGlkYtm,1,0,0,0,0,8
xygjULZ,0,0,0,0,1,6
lwWBcUuMTX,0,0,0,0,2,8
rISTpjB,0,0,1,0,0,6
onfVsa,1,0,0,1,0,4
gRUipQPVW,0,0,1,0,1,7
qOXLAgED,1,1,0,1,0,5
KdlfNb,0,0,0,0,0,6
vlKpNXEGzk,0,1,0,0,0,9
dbziFf,0,0,1,0,0,5
hAQDauOm,2,0,0,1,1,4
DOeYyjS,0,1,0,1,0,5
ONYdQchLmP,0,0,0,1,0,9
IHqUjt,0,0,1,0,1,4
UoDGPl,0,0,0,1,1,4
UKwfWkvGXA,1,0,0,0,1,8
eMHmhoJx,0,1,0,1,0,6
FGoksNbpIv,0,0,1,1,0,8
NtdcuobIA,1,0,1,1,1,5
UbQVTdaX,1,0,0,0,1,6
JtdyYpV,0,0,0,0,0,7
EyPSor,0,1,0,1,0,4
DKvgFMfyG,0,0,0,0,0,9
jxcdXM,0,0,0,0,0,6
mNgTsxt,0,0,0,0,0,7
PYTQnL,0,0,0,0,0,6
Kasnqb,1,0,0,0,0,5
YgTEPRuStM,0,1,0,0,1,8
wYqRXEo,0,1,0,1,0,5
fzHYdGvDb,0,0,0,0,0,9
MxZeRAK,1,1,0,0,0,5
IxYhDpcQwT,0,0,1,0,0,9
wbmakx,1,0,0,0,0,5
nULdGXp,0,0,0,0,1,6
AiEYWu,1,1,1,0,1,2
UlOXsJMwmH,0,0,0,1,1,8
iPnEGQRtI,0,1,2,0,0,6
XLSsRBN,0,0,0,0,0,7
yaFZeJR,1,1,0,0,0,5
mqkhnG,0,0,0,0,0,6
DGxPwQeRkr,0,1,0,0,0,9
PGorcLdN,0,0,0,1,0,7
uzgclAtI,1,0,1,0,1,5
rxBuKmF,0,0,0,0,1,6
KhlCeUY,0,1,0,0,1,5
JgEiMvYwQP,0,1,1,0,0,8
bwDvqX,0,0,0,0,0,6
zopmySNP,0,0,0,1,0,7
elgvKEO,0,2,0,1,0,4
eTyfoXh,0,1,0,1,0,5
JQKDqP,0,0,0,0,0,6
AQNgrqYp,1,0,0,0,0,7
avkRAju,2,0,0,0,1,4
QadZlDH,1,0,0,0,0,6
XCwlAzIHa,2,0,1,0,0,6
upkIdZF,0,0,1,0,1,5
CvujkrDwA,1,0,0,0,1,7
IRBQbOZmq,0,0,1,1,0,7
iVYmQGrzAN,1,0,1,0,0,8
rtpfueQ,0,1,0,0,1,5
HezQkS,0,1,0,0,0,5
ZrEuoq,0,1,0,1,1,3
mbKjzBn,0,0,0,0,0,7
eLZXSq,0,1,0,0,0,5
qnVesOHL,0,1,0,1,0,6
jHCamX,1,0,0,0,0,5
lvqAUycwR,1,0,0,0,1,7
mIZCqd,0,0,1,0,0,5
WrvcIVapsP,1,0,1,0,0,8
yoxRmFX,0,0,0,1,0,6
ghIBdJWG,0,0,1,0,0,7
Wtczwr,0,0,0,0,0,6
UdmvHJNt,0,0,0,0,1,7
acoGTHx,1,0,0,1,0,5
dXIcHnJNB,0,0,1,0,0,8
CiQIDHcmL,0,0,2,0,0,7
zJWnbXY,0,0,0,0,0,7
iKQuoHIX,0,0,2,1,1,4
efJEUZ,0,2,0,0,1,3
InlRLDJb,0,0,1,0,0,7
MRtVnFEm,0,1,0,0,0,7
gQyvXBh,0,0,0,0,0,7
iKHEOf,0,1,1,1,0,3
EOiRgmDTU,0,1,1,1,1,5
Thleqz,0,1,0,0,0,5
voNtCzU,0,0,0,1,1,5
RQePXmiYHI,0,1,2,0,0,7
YzjXcrH,0,0,0,0,0,7
BrnZlHWuNx,0,0,0,0,1,9
egUHxEvNda,1,2,0,0,1,6
QYzsWyomP,0,0,0,1,0,8
kWVOPchGT,0,0,0,1,0,8
weCXLhr,0,1,0,0,0,6
DSMxmfwl,0,0,0,0,0,8
WAjgCXV,1,0,0,0,0,6
IMofXr,0,0,1,1,0,4
vOexADb,1,1,0,1,0,4
ifzMyjKOmS,0,0,1,1,0,8
mGDvgZ,0,0,0,0,0,6
NsGwaU,1,0,0,0,1,4
jmEKhNHwz,0,1,0,0,0,8
UDBzemg,0,1,0,0,1,5
Pfcqgy,0,0,0,0,0,6
PEfxkmeR,0,2,0,0,0,6
jlzbQI,0,0,1,0,0,5
NXzZJobpi,0,0,1,1,0,7
VUIDvHpdi,0,0,2,0,1,6
qvFfjeY,0,1,0,0,0,6
jDUcwLkf,0,0,0,0,1,7
yFHnUB,0,0,0,0,1,5
RMfiujWpXz,0,0,1,0,1,8
mRanwi,1,0,1,0,0,4
sgoGCRtJ,0,0,0,1,0,7
txCuAG,1,0,0,0,1,4
kOHsTGLSx,0,0,0,1,0,8
fDeKslAM,1,1,0,0,0,6
vsTLqSpz,0,0,0,0,0,8
MftzywLB,0,0,0,0,0,8
akSBnRWEg,1,1,0,0,0,7
aJkxqigRT,1,0,1,0,0,7
sOvVkYlBmJ,0,0,0,1,0,9
TcQHwP,0,0,0,0,0,6
iYGdrofUuE,0,1,1,1,2,5
aSenQDKtv,1,1,0,0,0,7
dEVjZCMK,0,1,0,0,0,7
QwcFgrfmC,0,0,0,0,0,9
JtHTBu,0,0,0,0,1,5
nNuivtY,0,0,1,0,1,5
GWbcouk,0,0,0,1,1,5
rLZwUHDNQ,0,0,0,0,1,8
CoxLvA,1,0,0,1,0,4
yCGBEMOwoQ,0,1,0,2,0,7
kNlyHo,0,0,0,1,0,5
ifvudP,0,0,1,0,1,4
OIRxcb,0,0,1,1,0,4
eKcJsBvSIQ,0,1,1,0,0,8
pdfXtGB,0,0,0,0,0,7
pyPTltIcDN,0,0,1,0,0,9
